order_id,customer_id,product_id,order_date,ship_date,quantity,unit_price,discount_amount,tax_amount,total_amount,order_status,payment_method,shipping_method
ORD00001491,CUST000359,PROD000023,2025-09-05,2025-09-06,3.0,149.59,0.0,35.9,484.67,Completed,Credit Card,Overnight
ORD00001492,CUST000604,PROD000175,2025-05-15,2025-05-20,3.0,434.7,0.0,104.33,1408.43,Shipped,Bank Transfer,Express
ORD00001493,CUST000799,PROD000063,2025-06-22,2025-06-23,2.0,555.58,0.0,88.89,1200.05,Completed,PayPal,Overnight
ORD00001494,CUST000859,PROD000122,2025-02-19,2025-02-20,7.0,90.96,0.0,50.94,687.66,Completed,Credit Card,Standard
ORD00001495,CUST000306,PROD000027,2025-05-07,2025-05-09,10.0,331.03,0.0,264.82,3575.12,Pending,Bank Transfer,Overnight
ORD00001496,CUST000277,PROD000127,2025-02-26,2025-03-02,4.0,466.84,0.0,149.39,2016.75,Cancelled,Bank Transfer,Overnight
ORD00001497,CUST000736,PROD000067,2025-04-30,2025-05-03,7.0,267.58,0.0,149.84,2022.9,Completed,Bank Transfer,Overnight
ORD00001498,CUST000239,PROD000031,2025-09-16,2025-09-18,5.0,167.17,0.0,66.87,902.72,Completed,Bank Transfer,Standard
ORD00001499,CUST000223,PROD000004,2025-08-22,,4.0,177.51,68.05,51.36,693.35,Completed,Debit Card,Overnight
ORD00001500,CUST000607,PROD000113,2025-07-15,2025-07-20,4.0,53.91,0.0,17.25,232.89,Cancelled,Bank Transfer,Overnight
ORD00001501,CUST000225,PROD000006,2025-02-04,2025-02-11,2.0,583.68,209.43,76.63,1034.56,Pending,PayPal,Overnight
ORD00001502,CUST000643,PROD000157,2024-12-03,2024-12-08,2.0,327.46,0.0,52.39,707.31,Completed,Credit Card,Overnight
ORD00001503,CUST000140,PROD000108,2025-02-13,2025-02-14,1.0,302.77,34.76,21.44,289.45,Cancelled,Debit Card,Overnight
ORD00001504,CUST000102,PROD000161,2025-11-20,2025-11-21,1.0,16.44,0.0,1.32,17.76,Completed,PayPal,Standard
ORD00001505,CUST000075,PROD000110,2025-02-16,,4.0,54.24,0.0,17.36,234.32,Cancelled,Credit Card,Express
ORD00001506,CUST000576,PROD000071,2025-08-22,2025-08-25,4.0,411.18,0.0,131.58,1776.3,Shipped,Credit Card,Express
ORD00001507,CUST000824,PROD000108,2025-02-11,2025-02-17,3.0,302.77,0.0,72.66,980.97,Shipped,Debit Card,Overnight
ORD00001508,CUST000547,PROD000020,2025-02-05,2025-02-12,10.0,414.4,487.6,292.51,3948.91,Pending,Debit Card,Express
ORD00001509,CUST000469,PROD000108,2025-04-12,2025-04-14,4.0,302.77,161.52,83.96,1133.52,Shipped,Bank Transfer,Overnight
ORD00001510,CUST000578,PROD000012,2025-08-09,2025-08-11,8.0,490.1,0.0,313.66,4234.46,Shipped,PayPal,Overnight
ORD00001511,CUST000694,PROD000010,2025-09-24,2025-09-30,9.0,120.2,0.0,86.54,1168.34,Pending,Debit Card,Express
ORD00001512,CUST000130,PROD000017,2025-04-03,2025-04-04,4.0,359.99,0.0,115.2,1555.16,Completed,Credit Card,Standard
ORD00001513,CUST000520,PROD000085,2025-08-16,2025-08-18,9.0,188.85,0.0,135.97,1835.62,Completed,Debit Card,Standard
ORD00001514,CUST000424,PROD000052,2024-12-12,2024-12-17,9.0,153.15,0.0,110.27,1488.62,Completed,Bank Transfer,Overnight
ORD00001515,CUST000606,PROD000181,2025-01-18,2025-01-24,2.0,64.97,0.0,10.4,140.34,Cancelled,Credit Card,Express
ORD00001516,CUST000249,PROD000010,2025-03-20,2025-03-24,7.0,120.2,47.55,63.51,857.36,Cancelled,PayPal,Overnight
ORD00001517,CUST000235,PROD000055,2025-08-28,2025-08-29,9.0,393.06,0.0,283.0,3820.54,Completed,Debit Card,Standard
ORD00001518,CUST000436,PROD000021,2025-01-07,2025-01-09,8.0,346.87,0.0,222.0,2996.96,Completed,Bank Transfer,Overnight
ORD00001519,CUST000594,PROD000188,2024-12-01,2024-12-02,6.0,609.58,0.0,292.6,3950.08,Shipped,Debit Card,Overnight
ORD00001520,CUST000585,PROD000033,2024-12-02,2024-12-05,6.0,607.43,0.0,291.57,3936.15,Cancelled,Credit Card,Overnight
ORD00001521,CUST000154,PROD000101,2025-09-05,2025-09-11,7.0,360.85,0.0,202.08,2728.03,Pending,Bank Transfer,Standard
ORD00001522,CUST000720,PROD000020,2025-01-12,,6.0,414.4,0.0,198.91,2685.31,Completed,Bank Transfer,Standard
ORD00001523,CUST000604,PROD000092,2025-06-17,2025-06-22,9.0,56.52,0.0,40.69,549.37,Completed,PayPal,Express
ORD00001524,CUST000841,PROD000017,2025-07-30,2025-08-04,5.0,359.99,0.0,144.0,1943.95,Completed,Bank Transfer,Overnight
ORD00001525,CUST000849,PROD000185,2025-06-22,,10.0,340.76,0.0,272.61,3680.21,Completed,Bank Transfer,Standard
ORD00001526,CUST000060,PROD000027,2025-01-09,2025-01-13,7.0,331.03,0.0,185.38,2502.59,Completed,Bank Transfer,Overnight
ORD00001527,CUST000205,PROD000067,2025-01-09,2025-01-13,8.0,267.58,108.27,162.59,2194.96,Pending,PayPal,Overnight
ORD00001528,CUST000689,PROD000160,2024-12-08,2024-12-12,5.0,461.04,0.0,184.42,2489.62,Shipped,PayPal,Express
ORD00001529,CUST000684,PROD000088,2025-07-03,2025-07-04,9.0,732.83,931.54,453.11,6117.04,Completed,Credit Card,Express
ORD00001530,CUST000076,PROD000028,2025-03-30,2025-04-01,5.0,557.36,0.0,222.94,3009.74,Cancelled,PayPal,Standard
ORD00001531,CUST000442,PROD000113,2025-05-01,2025-05-07,10.0,53.91,0.0,43.13,582.23,Pending,PayPal,
ORD00001532,CUST000964,PROD000171,2025-02-21,2025-02-22,5.0,27.93,7.19,10.6,143.06,Cancelled,Bank Transfer,Standard
ORD00001533,CUST000496,PROD000126,2025-06-07,2025-06-09,2.0,528.46,0.0,84.55,1141.47,Completed,Bank Transfer,Standard
ORD00001534,CUST000286,PROD000046,2025-04-01,2025-04-02,7.0,266.31,0.0,149.13,2013.3,Completed,Credit Card,Overnight
ORD00001535,CUST000438,PROD000073,2025-08-22,2025-08-25,9.0,611.36,0.0,440.18,5942.42,Completed,Debit Card,Standard
ORD00001536,CUST000725,PROD000121,2025-02-10,2025-02-15,10.0,200.14,0.0,160.11,2161.51,Completed,PayPal,Express
ORD00001537,CUST000339,PROD000058,2025-06-18,2025-06-24,9.0,150.04,0.0,108.03,1458.39,Cancelled,Bank Transfer,Express
ORD00001538,CUST000970,PROD000044,2025-09-28,2025-10-03,6.0,45.05,0.0,21.62,291.92,Completed,Debit Card,Express
ORD00001539,CUST000740,PROD000133,2025-05-16,2025-05-17,1.0,270.43,15.38,20.4,275.45,Pending,Bank Transfer,Standard
ORD00001540,CUST000062,PROD000085,2025-01-22,2025-01-29,10.0,188.85,0.0,151.08,2039.58,Completed,Bank Transfer,Express
ORD00001541,CUST000929,PROD000036,2025-10-03,2025-10-08,5.0,456.28,0.0,182.51,2463.91,Pending,PayPal,Express
ORD00001542,CUST000614,PROD000092,2025-04-06,2025-04-11,1.0,56.52,0.0,4.52,61.04,Cancelled,Credit Card,Overnight
ORD00001543,CUST000424,PROD000188,2025-09-22,2025-09-27,8.0,609.58,886.22,319.23,4309.65,Completed,Credit Card,Overnight
ORD00001544,CUST000505,PROD000017,2025-08-09,2025-08-13,6.0,359.99,0.0,172.8,2332.74,Completed,PayPal,Express
ORD00001545,CUST000954,PROD000058,2025-06-19,2025-06-22,3.0,150.04,0.0,36.01,486.13,Pending,Bank Transfer,Express
ORD00001546,CUST000550,PROD000178,2024-12-16,2024-12-19,7.0,646.74,0.0,362.17,4889.35,Completed,Debit Card,Express
ORD00001547,CUST000056,PROD000033,2025-11-02,2025-11-06,3.0,607.43,0.0,145.78,1968.07,Completed,PayPal,Overnight
ORD00001548,CUST000402,PROD000129,2025-01-20,2025-01-24,8.0,260.31,395.39,134.97,,Completed,Debit Card,Standard
ORD00001549,CUST000831,PROD000116,2025-01-14,2025-01-15,6.0,402.35,458.15,156.48,2112.43,Completed,Bank Transfer,Standard
ORD00001550,CUST000881,PROD000063,2025-07-12,2025-07-16,5.0,555.58,0.0,222.23,3000.13,Shipped,PayPal,Overnight
ORD00001551,CUST000427,PROD000123,2025-06-08,2025-06-11,10.0,135.43,156.5,95.82,1293.62,Completed,Debit Card,Express
ORD00001552,CUST000370,PROD000062,2025-11-18,2025-11-22,2.0,470.81,0.0,75.33,1016.95,Cancelled,PayPal,Standard
ORD00001553,CUST000631,PROD000077,2025-09-30,2025-10-02,10.0,106.29,171.29,71.33,962.94,Cancelled,Debit Card,Standard
ORD00001554,CUST000571,PROD000085,2025-10-18,2025-10-24,8.0,188.85,252.03,100.7,1359.47,Pending,Bank Transfer,Standard
ORD00001555,CUST000464,PROD000185,2025-04-18,2025-04-25,5.0,340.76,0.0,136.3,1840.1,Completed,PayPal,Overnight
ORD00001556,CUST000910,PROD000042,2025-06-10,2025-06-16,6.0,211.99,0.0,101.76,1373.7,Shipped,PayPal,Standard
ORD00001557,CUST000292,PROD000028,2024-12-08,2024-12-15,6.0,557.36,598.21,219.68,2965.63,Completed,PayPal,Express
ORD00001558,CUST000728,PROD000135,2025-05-17,,2.0,426.65,0.0,68.26,921.56,Completed,Credit Card,Express
ORD00001559,CUST000755,PROD000012,2025-06-17,2025-06-22,2.0,490.1,115.78,69.15,933.57,Completed,PayPal,Overnight
ORD00001560,CUST000093,PROD000133,2025-08-04,2025-08-07,3.0,270.43,146.91,53.15,717.53,Cancelled,PayPal,Standard
ORD00001561,CUST000763,PROD000018,2025-03-30,2025-03-31,6.0,212.26,0.0,101.88,1375.44,Shipped,Bank Transfer,Standard
ORD00001562,CUST000812,PROD000182,2025-07-11,2025-07-14,10.0,636.3,636.34,458.13,6184.79,Shipped,Credit Card,Standard
ORD00001563,CUST000303,PROD000192,2025-08-14,2025-08-15,9.0,451.88,254.07,305.03,4117.88,Cancelled,Debit Card,Standard
ORD00001564,CUST000413,PROD000198,2024-12-27,2025-01-01,10.0,477.53,0.0,382.02,5157.32,Completed,Bank Transfer,Overnight
ORD00001565,CUST000742,PROD000122,2025-02-21,2025-02-23,9.0,90.96,138.48,54.41,734.57,Pending,Debit Card,Standard
ORD00001566,CUST000818,PROD000109,2025-06-28,2025-07-05,9.0,583.02,0.0,419.77,5666.95,Completed,PayPal,Standard
ORD00001567,CUST000848,PROD000094,2025-09-20,2025-09-24,5.0,463.74,0.0,185.5,2504.2,Completed,PayPal,Overnight
ORD00001568,CUST000359,PROD000029,2025-07-29,2025-08-02,9.0,351.7,401.3,221.12,2985.12,Completed,Bank Transfer,Overnight
ORD00001569,CUST000584,PROD000094,2025-03-22,,5.0,463.74,248.63,165.61,2235.68,Pending,Bank Transfer,Overnight
ORD00001570,CUST000657,PROD000111,2025-05-12,2025-05-14,10.0,68.57,0.0,54.86,740.56,Completed,PayPal,Standard
ORD00001571,CUST000920,PROD000057,2025-08-06,2025-08-13,7.0,350.55,345.23,168.69,2277.31,Pending,Bank Transfer,Express
ORD00001572,CUST000857,PROD000113,2025-05-31,2025-06-01,10.0,53.91,0.0,43.13,582.23,Completed,Credit Card,Standard
ORD00001573,CUST000074,PROD000050,2025-10-28,2025-11-02,10.0,553.67,0.0,442.94,5979.64,Shipped,Credit Card,Overnight
ORD00001574,CUST000695,PROD000076,2025-07-25,2025-08-01,6.0,51.27,47.88,20.78,280.52,Pending,PayPal,Express
ORD00001575,CUST000904,PROD000177,2025-08-26,2025-09-01,5.0,161.78,0.0,64.71,873.61,Shipped,PayPal,Overnight
ORD00001576,CUST000543,PROD000186,2024-12-13,2024-12-18,8.0,241.57,0.0,154.6,2087.16,Shipped,PayPal,Express
ORD00001577,CUST000661,PROD000066,2025-06-06,2025-06-12,10.0,578.33,0.0,462.66,6245.96,Shipped,Credit Card,Overnight
ORD00001578,CUST000300,PROD000131,2025-10-26,2025-10-28,3.0,578.53,280.78,116.38,1571.19,Shipped,Credit Card,Standard
ORD00001579,CUST000834,PROD000152,2025-06-21,2025-06-26,9.0,156.19,198.58,96.57,1303.7,Completed,Bank Transfer,Standard
ORD00001580,CUST000264,PROD000066,2025-06-06,2025-06-13,10.0,578.33,0.0,462.66,6245.96,Completed,PayPal,Standard
ORD00001581,CUST000365,PROD000068,2025-07-08,2025-07-15,4.0,165.12,0.0,52.84,713.32,Completed,Bank Transfer,Overnight
ORD00001582,CUST000428,PROD000071,2025-09-29,2025-09-30,3.0,411.18,0.0,98.68,1332.22,Completed,PayPal,Express
ORD00001583,CUST000922,PROD000116,2025-02-20,2025-02-21,2.0,402.35,0.0,64.38,869.08,Pending,Credit Card,Express
ORD00001584,CUST000239,PROD000146,2025-06-02,,1.0,617.41,0.0,49.39,666.8,Shipped,Debit Card,Standard
ORD00001585,CUST000938,PROD000122,2025-04-08,2025-04-12,10.0,90.96,88.54,65.68,886.74,Pending,Bank Transfer,Overnight
ORD00001586,CUST000389,PROD000122,2025-08-07,2025-08-09,6.0,90.96,95.16,36.05,486.65,Shipped,Credit Card,Overnight
ORD00001587,CUST000227,PROD000046,2025-03-29,2025-04-04,1.0,266.31,0.0,21.3,287.61,Completed,Debit Card,Overnight
ORD00001588,CUST000832,PROD000047,2025-05-03,2025-05-04,2.0,210.55,36.29,30.78,415.59,Completed,Debit Card,Overnight
ORD00001589,CUST000275,PROD000031,2025-09-18,2025-09-25,10.0,167.17,0.0,133.74,1805.44,Cancelled,PayPal,Express
ORD00001590,CUST000631,PROD000027,2025-09-20,2025-09-22,7.0,331.03,136.39,174.47,2355.29,Shipped,Credit Card,Overnight
ORD00001591,CUST000784,PROD000035,2025-09-20,2025-09-21,5.0,409.18,0.0,163.67,2209.57,Completed,Debit Card,Overnight
ORD00001592,CUST000540,PROD000044,2025-03-30,2025-04-01,7.0,45.05,32.0,22.67,306.02,Shipped,Bank Transfer,Standard
ORD00001593,CUST000640,PROD000188,2025-05-11,2025-05-18,7.0,609.58,494.9,301.77,4073.93,Completed,Bank Transfer,Overnight
ORD00001594,CUST000353,PROD000101,2025-07-19,2025-07-21,6.0,360.85,309.18,148.47,2004.39,Cancelled,PayPal,Overnight
ORD00001595,CUST000985,PROD000156,2025-06-10,2025-06-17,7.0,471.51,478.35,225.78,3048.0,Cancelled,Debit Card,Standard
ORD00001596,CUST000985,PROD000086,2024-12-23,2024-12-26,7.0,132.84,0.0,74.39,1004.27,Pending,Debit Card,Express
ORD00001597,CUST000890,PROD000086,2025-05-28,2025-06-04,2.0,132.84,24.85,19.27,260.1,Cancelled,Credit Card,Overnight
ORD00001598,CUST000149,PROD000021,2025-09-14,2025-09-21,9.0,346.87,0.0,249.75,3371.58,Completed,Bank Transfer,Standard
ORD00001599,CUST000133,PROD000055,2025-09-01,2025-09-06,10.0,393.06,0.0,314.45,4245.05,Pending,Bank Transfer,Standard
ORD00001600,CUST000864,PROD000171,2025-05-30,2025-06-01,5.0,27.93,8.7,10.48,141.43,Completed,Credit Card,Overnight
ORD00001601,CUST000977,PROD000054,2024-12-07,2024-12-11,2.0,370.37,48.69,55.36,747.41,Pending,PayPal,Overnight
ORD00001602,CUST000308,PROD000028,2025-08-09,2025-08-12,9.0,557.36,0.0,401.3,5417.54,Completed,Bank Transfer,Express
ORD00001603,CUST000677,PROD000129,2025-10-31,2025-11-03,2.0,260.31,78.3,35.39,477.71,Completed,Bank Transfer,Standard
ORD00001604,CUST000766,PROD000182,2025-11-17,2025-11-20,3.0,636.3,0.0,152.71,2061.61,Completed,Credit Card,Express
ORD00001605,CUST000565,PROD000176,2025-01-01,2025-01-04,5.0,626.31,0.0,250.52,3382.07,Shipped,Debit Card,Overnight
ORD00001606,CUST000672,PROD000135,2025-06-12,2025-06-19,4.0,426.65,0.0,136.53,1843.13,Shipped,Credit Card,Express
ORD00001607,CUST000761,PROD000107,2025-03-13,2025-03-17,5.0,114.18,0.0,45.67,616.57,Cancelled,Credit Card,Overnight
ORD00001608,CUST000958,PROD000127,2025-08-25,2025-08-27,9.0,466.84,0.0,336.12,4537.68,Shipped,Bank Transfer,Express
ORD00001609,CUST000574,PROD000192,2025-06-11,2025-06-18,6.0,451.88,423.06,183.06,2471.28,Completed,Bank Transfer,Standard
ORD00001610,CUST000061,PROD000113,2025-03-15,2025-03-16,8.0,53.91,34.28,31.76,428.76,Pending,Credit Card,Standard
ORD00001611,CUST000611,PROD000110,2025-05-09,2025-05-16,5.0,54.24,0.0,21.7,292.9,Completed,Debit Card,Express
ORD00001612,CUST000440,PROD000123,2025-08-07,2025-08-12,9.0,135.43,0.0,97.51,1316.38,Shipped,Bank Transfer,Standard
ORD00001613,CUST000173,PROD000122,2025-02-14,2025-02-18,8.0,90.96,0.0,58.21,785.89,Shipped,Debit Card,Overnight
ORD00001614,CUST000937,PROD000123,2025-07-25,,7.0,135.43,114.93,66.65,899.73,Completed,Credit Card,Standard
ORD00001615,CUST000511,PROD000099,2025-11-17,2025-11-22,1.0,173.59,0.0,13.89,187.48,Completed,Debit Card,Overnight
ORD00001616,CUST000352,PROD000036,2024-12-30,2025-01-06,7.0,456.28,0.0,255.52,3449.48,Completed,Bank Transfer,Standard
ORD00001617,CUST000051,PROD000101,2025-05-27,2025-05-30,3.0,360.85,0.0,86.6,1169.15,Completed,Debit Card,Standard
ORD00001618,CUST000176,PROD000103,2025-10-09,2025-10-14,1.0,520.17,0.0,41.61,561.78,Pending,Debit Card,Standard
ORD00001619,CUST000790,PROD000080,2025-07-07,2025-07-14,5.0,508.41,148.68,191.47,2584.84,Cancelled,PayPal,Standard
ORD00001620,CUST000801,PROD000078,2025-02-05,2025-02-07,3.0,413.13,247.47,79.35,1071.27,Shipped,Credit Card,Standard
ORD00001621,CUST000704,PROD000012,2025-01-07,2025-01-11,10.0,490.1,0.0,392.08,5293.08,Completed,Debit Card,Express
ORD00001622,CUST000296,PROD000108,2025-02-16,2025-02-20,1.0,302.77,0.0,24.22,326.99,Pending,Debit Card,Overnight
ORD00001623,CUST000905,PROD000028,2025-05-06,2025-05-09,10.0,557.36,0.0,445.89,6019.49,Completed,Credit Card,Express
ORD00001624,CUST000336,PROD000178,2025-06-22,2025-06-29,3.0,646.74,101.08,147.13,1986.27,Cancelled,Debit Card,Standard
ORD00001625,CUST000496,PROD000013,2025-04-21,2025-04-22,2.0,293.51,0.0,46.96,633.98,Completed,Debit Card,Express
ORD00001626,CUST000284,PROD000063,2025-05-10,,7.0,555.58,416.99,277.77,3749.84,Completed,Debit Card,Overnight
ORD00001627,CUST000673,PROD000004,2025-05-01,2025-05-05,3.0,177.51,100.91,34.53,466.15,Completed,PayPal,Standard
ORD00001628,CUST000108,PROD000001,2025-05-05,,7.0,78.75,0.0,44.1,595.35,Completed,Debit Card,Express
ORD00001629,CUST000221,PROD000072,2025-02-16,2025-02-21,1.0,81.2,9.72,5.72,77.2,Completed,Credit Card,Standard
ORD00001630,CUST000078,PROD000018,2025-03-13,2025-03-15,3.0,212.26,0.0,50.94,687.72,Completed,Credit Card,Express
ORD00001631,CUST000191,PROD000117,2025-08-03,,8.0,54.57,71.11,29.24,394.69,Pending,Debit Card,Standard
ORD00001632,CUST000863,PROD000105,2025-10-05,2025-10-06,4.0,540.11,0.0,172.84,2333.28,Completed,Bank Transfer,Standard
ORD00001633,CUST000508,PROD000050,2024-12-21,2024-12-25,8.0,553.67,301.16,330.26,4458.46,Completed,PayPal,Overnight
ORD00001634,CUST000431,PROD000086,2025-07-01,2025-07-07,7.0,132.84,0.0,74.39,1004.27,Completed,Debit Card,Overnight
ORD00001635,CUST000929,PROD000086,2025-10-17,2025-10-21,1.0,132.84,0.0,10.63,143.47,Pending,Credit Card,Standard
ORD00001636,CUST000495,PROD000200,2025-07-29,2025-08-05,5.0,239.5,201.15,79.71,1076.06,Completed,PayPal,Standard
ORD00001637,CUST000557,PROD000085,2025-10-05,2025-10-11,7.0,188.85,133.98,95.04,1283.01,Shipped,PayPal,Standard
ORD00001638,CUST000977,PROD000072,2025-09-10,2025-09-16,1.0,81.2,0.0,6.5,87.7,Pending,Bank Transfer,Standard
ORD00001639,CUST000791,PROD000012,2025-05-13,2025-05-18,1.0,490.1,37.93,36.17,488.34,Completed,PayPal,Standard
ORD00001640,CUST000313,PROD000036,2025-07-29,2025-07-31,8.0,456.28,0.0,292.02,3942.26,Shipped,PayPal,Overnight
ORD00001641,CUST000965,PROD000123,2025-02-09,2025-02-10,3.0,135.43,41.34,29.2,394.15,Shipped,PayPal,Standard
ORD00001642,CUST000963,PROD000200,2025-05-10,2025-05-11,3.0,239.5,97.89,49.65,670.26,Shipped,Credit Card,Standard
ORD00001643,CUST000175,PROD000078,2025-04-15,2025-04-20,7.0,413.13,0.0,231.35,3123.26,Cancelled,Bank Transfer,Express
ORD00001644,CUST000528,PROD000090,2025-03-21,2025-03-26,7.0,433.68,0.0,242.86,3278.62,Shipped,Bank Transfer,Standard
ORD00001645,CUST000310,PROD000047,2025-08-04,2025-08-08,7.0,210.55,0.0,117.91,1591.76,Shipped,PayPal,Express
ORD00001646,CUST000356,PROD000044,2025-04-02,2025-04-05,1.0,45.05,0.0,3.6,48.65,Cancelled,Credit Card,Overnight
ORD00001647,CUST000282,PROD000170,2025-09-26,2025-10-01,1.0,461.66,0.0,36.93,498.59,Shipped,Debit Card,Standard
ORD00001648,CUST000888,PROD000063,2025-04-12,2025-04-15,1.0,555.58,75.39,38.42,518.61,Shipped,Debit Card,Express
ORD00001649,CUST000610,PROD000073,2025-01-14,2025-01-20,3.0,611.36,0.0,146.73,1980.81,Completed,PayPal,Overnight
ORD00001650,CUST000816,PROD000066,2025-07-07,,7.0,578.33,775.99,261.79,3534.11,Completed,Credit Card,Standard
ORD00001651,CUST000362,PROD000180,2025-02-01,2025-02-06,7.0,474.33,0.0,265.62,3585.93,Completed,Credit Card,Standard
ORD00001652,CUST000039,PROD000111,2025-10-19,2025-10-21,4.0,68.57,0.0,21.94,296.22,Cancelled,Debit Card,Standard
ORD00001653,CUST000855,PROD000181,2025-05-22,2025-05-25,1.0,64.97,0.0,5.2,70.17,Completed,Credit Card,Standard
ORD00001654,CUST000945,PROD000004,2025-11-12,2025-11-17,9.0,177.51,0.0,127.81,1725.4,Cancelled,Bank Transfer,Express
ORD00001655,CUST000505,PROD000181,2025-07-22,,2.0,64.97,0.0,10.4,140.34,Shipped,Credit Card,Standard
ORD00001656,CUST000606,PROD000037,2025-07-15,,7.0,355.83,0.0,199.26,2690.07,Completed,Bank Transfer,Overnight
ORD00001657,CUST000212,PROD000067,2025-01-04,2025-01-06,4.0,267.58,132.9,74.99,1012.41,Cancelled,Bank Transfer,Overnight
ORD00001658,CUST000889,PROD000195,2025-01-09,2025-01-10,7.0,419.11,496.61,194.97,2632.13,Shipped,Credit Card,Overnight
ORD00001659,CUST000495,PROD000133,2025-04-18,,5.0,270.43,0.0,108.17,1460.32,Completed,PayPal,Overnight
ORD00001660,CUST000298,PROD000156,2025-08-01,2025-08-03,7.0,471.51,212.94,247.01,3334.64,Pending,Credit Card,Standard
ORD00001661,CUST000444,PROD000157,2025-02-27,2025-02-28,6.0,327.46,276.28,135.08,1823.56,Cancelled,PayPal,Express
ORD00001662,CUST000045,PROD000186,2025-03-10,2025-03-12,10.0,241.57,0.0,193.26,2608.96,Completed,Debit Card,Overnight
ORD00001663,CUST000893,PROD000133,2025-07-11,2025-07-18,1.0,270.43,21.77,19.89,268.55,Completed,Bank Transfer,Express
ORD00001664,CUST000465,PROD000047,2025-11-06,2025-11-10,6.0,210.55,0.0,101.06,1364.36,Shipped,PayPal,Express
ORD00001665,CUST000031,PROD000069,2025-01-28,2025-02-03,5.0,276.31,0.0,110.52,1492.07,Completed,Credit Card,Standard
ORD00001666,CUST000487,PROD000080,2025-10-23,,3.0,508.41,223.59,104.13,1405.77,Completed,Credit Card,Overnight
ORD00001667,CUST000698,PROD000011,2025-03-07,2025-03-09,3.0,668.57,0.0,160.46,2166.17,Shipped,PayPal,Standard
ORD00001668,CUST000597,PROD000127,2025-09-06,2025-09-10,3.0,466.84,142.85,100.61,1358.28,Pending,PayPal,Overnight
ORD00001669,CUST000865,PROD000003,2025-06-08,2025-06-10,8.0,527.48,788.74,274.49,3705.59,Completed,Bank Transfer,Express
ORD00001670,CUST000325,PROD000162,2025-09-01,,6.0,275.63,0.0,132.3,1786.08,Completed,Credit Card,Standard
ORD00001671,CUST000867,PROD000128,2025-01-08,2025-01-09,9.0,140.6,0.0,101.23,1366.63,Completed,Credit Card,Overnight
ORD00001672,CUST000232,PROD000002,2025-09-23,2025-09-29,7.0,653.35,0.0,365.88,4939.33,Cancelled,PayPal,Express
ORD00001673,CUST000295,PROD000072,2025-02-05,2025-02-06,5.0,81.2,0.0,32.48,438.48,Completed,Credit Card,Standard
ORD00001674,CUST000987,PROD000152,2025-03-29,2025-04-03,3.0,156.19,42.02,34.12,460.67,Completed,Credit Card,Standard
ORD00001675,CUST000113,PROD000121,2025-02-07,,9.0,200.14,113.48,135.02,1822.8,Cancelled,Debit Card,Standard
ORD00001676,CUST000757,PROD000180,2025-09-17,,7.0,474.33,210.63,248.77,3358.45,Completed,PayPal,Standard
ORD00001677,CUST000371,PROD000041,2025-03-12,2025-03-18,7.0,667.78,0.0,373.96,5048.42,Cancelled,PayPal,Express
ORD00001678,CUST000807,PROD000044,2025-05-10,2025-05-16,1.0,45.05,0.0,3.6,48.65,Completed,Debit Card,Express
ORD00001679,CUST000606,PROD000061,2025-04-21,2025-04-23,5.0,132.15,0.0,52.86,713.61,Completed,Credit Card,Express
ORD00001680,CUST000822,PROD000036,2025-07-23,2025-07-24,6.0,456.28,0.0,219.01,2956.69,Cancelled,Debit Card,Overnight
ORD00001681,CUST000730,PROD000110,2025-06-16,2025-06-20,3.0,54.24,16.67,11.68,157.73,Completed,Bank Transfer,Express
ORD00001682,CUST000464,PROD000170,2025-02-21,2025-02-23,3.0,461.66,0.0,110.8,1495.78,Cancelled,Debit Card,Express
ORD00001683,CUST000246,PROD000070,2024-12-14,,7.0,237.79,0.0,133.16,1797.69,Pending,Bank Transfer,Overnight
ORD00001684,CUST000660,PROD000012,2025-05-07,2025-05-10,7.0,490.1,0.0,274.46,3705.16,Completed,Credit Card,Overnight
ORD00001685,CUST000566,PROD000072,2025-04-09,2025-04-13,9.0,81.2,0.0,58.46,789.26,Completed,PayPal,Express
ORD00001686,CUST000305,PROD000080,2025-03-27,2025-04-03,2.0,508.41,0.0,81.35,1098.17,Cancelled,Debit Card,Express
ORD00001687,CUST000006,PROD000178,2025-11-14,2025-11-15,7.0,646.74,0.0,362.17,4889.35,Shipped,PayPal,Overnight
ORD00001688,CUST000054,PROD000137,2025-02-05,2025-02-09,5.0,691.61,0.0,276.64,3734.69,Completed,PayPal,Standard
ORD00001689,CUST000032,PROD000078,2025-06-17,2025-06-18,5.0,413.13,0.0,165.25,2230.9,Pending,Debit Card,Standard
ORD00001690,CUST000258,PROD000014,2025-09-05,2025-09-06,6.0,290.65,0.0,139.51,1883.41,Completed,PayPal,Standard
ORD00001691,CUST000336,PROD000165,2025-05-23,,10.0,544.3,0.0,435.44,5878.44,Pending,PayPal,Express
ORD00001692,CUST000011,PROD000175,2024-12-27,2025-01-03,2.0,434.7,0.0,69.55,938.95,Cancelled,Bank Transfer,Standard
ORD00001693,CUST000028,PROD000097,2025-02-15,2025-02-20,2.0,396.7,0.0,63.47,856.87,Completed,Bank Transfer,Standard
ORD00001694,CUST000571,PROD000198,2025-06-17,2025-06-19,6.0,477.53,0.0,229.21,3094.39,Shipped,Debit Card,Overnight
ORD00001695,CUST000939,PROD000100,2025-10-19,2025-10-24,9.0,467.18,715.65,279.12,3768.09,Pending,Bank Transfer,Express
